timestamp,t_idx,node,speed,volume,tti
2024-01-01 00:15:00,3,18,61.61,481.1,0.9738
2024-01-01 00:15:00,3,19,49.54,373.7,1.2112
2024-01-01 00:15:00,3,20,36.0,388.3,1.6669
2024-01-01 00:15:00,3,21,57.2,374.3,1.049
2024-01-01 00:15:00,3,22,47.77,382.4,1.256
2024-01-01 00:15:00,3,23,82.55,442.1,0.7268
2024-01-01 00:15:00,3,24,49.94,462.9,1.2014
2024-01-01 00:15:00,3,25,55.61,389.6,1.0789
2024-01-01 00:15:00,3,26,57.61,453.4,1.0414
2024-01-01 00:15:00,3,27,64.48,397.8,0.9305
2024-01-01 00:15:00,3,28,40.22,347.2,1.4916
2024-01-01 00:15:00,3,29,43.48,354.3,1.38
2024-01-01 00:20:00,4,0,59.87,344.5,1.0022
2024-01-01 00:20:00,4,1,58.73,325.9,1.0217
2024-01-01 00:20:00,4,2,66.39,362.0,0.9038
2024-01-01 00:20:00,4,3,56.71,449.4,1.058
2024-01-01 00:20:00,4,4,58.72,415.7,1.0219
2024-01-01 00:20:00,4,5,66.4,413.6,0.9037
2024-01-01 00:20:00,4,6,61.85,496.9,0.97
2024-01-01 00:20:00,4,7,59.26,456.9,1.0124
2024-01-01 00:20:00,4,8,67.97,294.4,0.8827
2024-01-01 00:20:00,4,9,57.1,333.0,1.0508
2024-01-01 00:20:00,4,10,54.29,498.0,1.1053
2024-01-01 00:20:00,4,11,48.2,359.2,1.2449
2024-01-01 00:20:00,4,12,53.91,491.8,1.1129
2024-01-01 00:20:00,4,13,52.97,481.5,1.1328
2024-01-01 00:20:00,4,14,47.66,442.7,1.2589
2024-01-01 00:20:00,4,15,52.84,385.0,1.1356
2024-01-01 00:20:00,4,16,43.04,446.9,1.394
2024-01-01 00:20:00,4,17,51.39,440.9,1.1676
2024-01-01 00:20:00,4,18,57.71,358.6,1.0397
2024-01-01 00:20:00,4,19,53.57,421.6,1.12
2024-01-01 00:20:00,4,20,38.11,289.0,1.5745
2024-01-01 00:20:00,4,21,59.45,451.2,1.0093
2024-01-01 00:20:00,4,22,44.17,347.4,1.3584
2024-01-01 00:20:00,4,23,75.79,350.9,0.7916
2024-01-01 00:20:00,4,24,51.62,472.1,1.1623
2024-01-01 00:20:00,4,25,59.24,426.8,1.0128
2024-01-01 00:20:00,4,26,61.08,264.8,0.9823
2024-01-01 00:20:00,4,27,65.96,439.3,0.9097
2024-01-01 00:20:00,4,28,47.55,336.7,1.2617
2024-01-01 00:20:00,4,29,41.4,397.2,1.4494
2024-01-01 00:25:00,5,0,67.68,272.5,0.8865
2024-01-01 00:25:00,5,1,66.59,382.9,0.901
2024-01-01 00:25:00,5,2,59.82,373.7,1.0031
2024-01-01 00:25:00,5,3,59.0,422.5,1.017
2024-01-01 00:25:00,5,4,51.75,560.9,1.1595
2024-01-01 00:25:00,5,5,71.03,418.5,0.8447
2024-01-01 00:25:00,5,6,61.9,568.1,0.9693
2024-01-01 00:25:00,5,7,62.48,403.2,0.9602
2024-01-01 00:25:00,5,8,66.87,278.3,0.8973
2024-01-01 00:25:00,5,9,60.47,342.8,0.9922
2024-01-01 00:25:00,5,10,57.35,501.8,1.0463
2024-01-01 00:25:00,5,11,51.01,424.5,1.1762
2024-01-01 00:25:00,5,12,57.96,477.7,1.0352
2024-01-01 00:25:00,5,13,47.78,460.6,1.2557
2024-01-01 00:25:00,5,14,43.98,416.8,1.3641
2024-01-01 00:25:00,5,15,59.53,401.0,1.0078
2024-01-01 00:25:00,5,16,41.24,291.5,1.455
2024-01-01 00:25:00,5,17,46.77,360.8,1.283
2024-01-01 00:25:00,5,18,57.99,429.8,1.0347
2024-01-01 00:25:00,5,19,53.47,438.9,1.1222
2024-01-01 00:25:00,5,20,29.79,391.4,2.0139
2024-01-01 00:25:00,5,21,56.88,449.2,1.0548
2024-01-01 00:25:00,5,22,52.35,267.8,1.1462
2024-01-01 00:25:00,5,23,73.23,377.8,0.8194
2024-01-01 00:25:00,5,24,47.76,551.0,1.2564
2024-01-01 00:25:00,5,25,61.11,461.5,0.9819
2024-01-01 00:25:00,5,26,54.95,433.8,1.0918
2024-01-01 00:25:00,5,27,69.87,442.1,0.8587
2024-01-01 00:25:00,5,28,47.37,368.8,1.2666
2024-01-01 00:25:00,5,29,44.08,373.4,1.3613
2024-01-01 00:30:00,6,0,62.04,368.4,0.9671
2024-01-01 00:30:00,6,1,67.0,346.4,0.8955
2024-01-01 00:30:00,6,2,59.62,500.4,1.0063
2024-01-01 00:30:00,6,3,57.77,316.4,1.0386
2024-01-01 00:30:00,6,4,50.61,516.5,1.1856
2024-01-01 00:30:00,6,5,67.53,463.0,0.8884
2024-01-01 00:30:00,6,6,59.24,588.3,1.0129
2024-01-01 00:30:00,6,7,61.66,534.4,0.973
2024-01-01 00:30:00,6,8,66.05,213.0,0.9084
2024-01-01 00:30:00,6,9,62.31,378.8,0.9629
2024-01-01 00:30:00,6,10,55.32,576.8,1.0845
2024-01-01 00:30:00,6,11,42.69,324.3,1.4054
2024-01-01 00:30:00,6,12,47.7,401.4,1.258
2024-01-01 00:30:00,6,13,53.82,490.2,1.1148
2024-01-01 00:30:00,6,14,48.33,372.1,1.2415
2024-01-01 00:30:00,6,15,48.07,371.9,1.2482
2024-01-01 00:30:00,6,16,41.92,365.2,1.4314
2024-01-01 00:30:00,6,17,48.77,428.5,1.2302
2024-01-01 00:30:00,6,18,62.28,425.7,0.9634
2024-01-01 00:30:00,6,19,51.59,373.2,1.163
2024-01-01 00:30:00,6,20,36.13,386.0,1.6608
2024-01-01 00:30:00,6,21,59.13,408.8,1.0147
2024-01-01 00:30:00,6,22,49.06,357.7,1.2229
2024-01-01 00:30:00,6,23,74.65,389.8,0.8038
2024-01-01 00:30:00,6,24,46.52,412.4,1.2897
2024-01-01 00:30:00,6,25,55.55,302.5,1.08
2024-01-01 00:30:00,6,26,54.63,430.6,1.0983
2024-01-01 00:30:00,6,27,65.81,440.4,0.9117
2024-01-01 00:30:00,6,28,49.93,421.7,1.2016
2024-01-01 00:30:00,6,29,46.46,448.5,1.2915
2024-01-01 00:35:00,7,0,62.78,307.3,0.9558
2024-01-01 00:35:00,7,1,62.22,325.3,0.9644
2024-01-01 00:35:00,7,2,57.34,408.5,1.0465
2024-01-01 00:35:00,7,3,62.41,443.6,0.9614
2024-01-01 00:35:00,7,4,45.85,493.9,1.3085
2024-01-01 00:35:00,7,5,64.38,420.3,0.932
2024-01-01 00:35:00,7,6,56.27,454.7,1.0662
2024-01-01 00:35:00,7,7,62.78,387.8,0.9556
2024-01-01 00:35:00,7,8,65.06,259.7,0.9222
2024-01-01 00:35:00,7,9,55.54,423.1,1.0804
2024-01-01 00:35:00,7,10,54.43,527.8,1.1023
2024-01-01 00:35:00,7,11,48.59,453.0,1.2349
2024-01-01 00:35:00,7,12,51.47,367.3,1.1657
2024-01-01 00:35:00,7,13,55.7,447.4,1.0772
2024-01-01 00:35:00,7,14,50.84,461.9,1.1801
2024-01-01 00:35:00,7,15,54.61,386.6,1.0988
2024-01-01 00:35:00,7,16,49.19,446.0,1.2199
2024-01-01 00:35:00,7,17,46.87,429.6,1.28
2024-01-01 00:35:00,7,18,63.23,371.9,0.9489
2024-01-01 00:35:00,7,19,51.0,407.2,1.1765
2024-01-01 00:35:00,7,20,37.61,334.5,1.5954
2024-01-01 00:35:00,7,21,51.9,324.9,1.1561
2024-01-01 00:35:00,7,22,44.15,348.0,1.3591
2024-01-01 00:35:00,7,23,74.12,445.2,0.8095
2024-01-01 00:35:00,7,24,55.82,429.1,1.0749
2024-01-01 00:35:00,7,25,61.04,398.8,0.9829
2024-01-01 00:35:00,7,26,55.81,402.4,1.075
2024-01-01 00:35:00,7,27,68.52,413.5,0.8756
2024-01-01 00:35:00,7,28,49.86,298.2,1.2034
2024-01-01 00:35:00,7,29,46.69,510.7,1.2852
2024-01-01 00:40:00,8,0,63.17,420.9,0.9498
2024-01-01 00:40:00,8,1,64.27,428.3,0.9335
2024-01-01 00:40:00,8,2,59.83,417.9,1.0028
2024-01-01 00:40:00,8,3,57.66,379.0,1.0406
2024-01-01 00:40:00,8,4,47.45,507.6,1.2646
2024-01-01 00:40:00,8,5,70.76,414.9,0.848
2024-01-01 00:40:00,8,6,55.81,568.9,1.0751
2024-01-01 00:40:00,8,7,59.07,464.8,1.0157
2024-01-01 00:40:00,8,8,61.17,296.4,0.9808
2024-01-01 00:40:00,8,9,51.53,326.9,1.1644
2024-01-01 00:40:00,8,10,59.09,556.1,1.0154
2024-01-01 00:40:00,8,11,45.34,311.8,1.3233
2024-01-01 00:40:00,8,12,43.61,414.0,1.3759
2024-01-01 00:40:00,8,13,59.76,485.7,1.004
2024-01-01 00:40:00,8,14,45.82,466.0,1.3094
2024-01-01 00:40:00,8,15,50.32,354.3,1.1924
2024-01-01 00:40:00,8,16,43.63,337.9,1.3751
2024-01-01 00:40:00,8,17,49.04,438.8,1.2235
2024-01-01 00:40:00,8,18,62.0,379.8,0.9677
2024-01-01 00:40:00,8,19,52.69,489.9,1.1387
2024-01-01 00:40:00,8,20,33.76,331.8,1.7775
2024-01-01 00:40:00,8,21,60.67,418.9,0.9889
2024-01-01 00:40:00,8,22,51.71,348.8,1.1603
2024-01-01 00:40:00,8,23,79.37,354.9,0.756
2024-01-01 00:40:00,8,24,53.27,555.5,1.1262
2024-01-01 00:40:00,8,25,58.91,372.1,1.0184
2024-01-01 00:40:00,8,26,55.32,415.7,1.0846
2024-01-01 00:40:00,8,27,61.97,462.4,0.9682
2024-01-01 00:40:00,8,28,45.05,412.7,1.3318
2024-01-01 00:40:00,8,29,39.48,341.5,1.5196
2024-01-01 00:45:00,9,0,57.44,307.9,1.0446
2024-01-01 00:45:00,9,1,64.74,390.3,0.9267
2024-01-01 00:45:00,9,2,59.24,418.4,1.0128
2024-01-01 00:45:00,9,3,60.61,307.1,0.9899
2024-01-01 00:45:00,9,4,52.12,507.4,1.1512
2024-01-01 00:45:00,9,5,68.66,424.4,0.8739
2024-01-01 00:45:00,9,6,57.56,648.0,1.0425
2024-01-01 00:45:00,9,7,59.74,402.7,1.0044
2024-01-01 00:45:00,9,8,64.41,261.6,0.9316
2024-01-01 00:45:00,9,9,53.77,357.3,1.1159
2024-01-01 00:45:00,9,10,54.79,528.1,1.0951
2024-01-01 00:45:00,9,11,47.65,348.6,1.2591
2024-01-01 00:45:00,9,12,55.2,478.1,1.0869
2024-01-01 00:45:00,9,13,52.02,431.3,1.1534
2024-01-01 00:45:00,9,14,49.15,452.1,1.2209
2024-01-01 00:45:00,9,15,50.66,365.8,1.1845
2024-01-01 00:45:00,9,16,44.12,297.2,1.3599
2024-01-01 00:45:00,9,17,47.24,348.9,1.2702
2024-01-01 00:45:00,9,18,64.01,476.6,0.9374
2024-01-01 00:45:00,9,19,49.24,426.6,1.2185
2024-01-01 00:45:00,9,20,29.44,318.4,2.0383
2024-01-01 00:45:00,9,21,55.79,374.9,1.0756
2024-01-01 00:45:00,9,22,49.64,470.8,1.2086
2024-01-01 00:45:00,9,23,71.47,306.4,0.8395
2024-01-01 00:45:00,9,24,53.21,557.8,1.1277
2024-01-01 00:45:00,9,25,56.33,431.6,1.0651
2024-01-01 00:45:00,9,26,62.13,310.5,0.9657
2024-01-01 00:45:00,9,27,62.82,409.3,0.9551
2024-01-01 00:45:00,9,28,45.1,395.9,1.3302
2024-01-01 00:45:00,9,29,47.39,292.1,1.266
2024-01-01 00:50:00,10,0,64.05,320.3,0.9368
2024-01-01 00:50:00,10,1,67.82,367.9,0.8847
2024-01-01 00:50:00,10,2,58.09,453.4,1.0329
2024-01-01 00:50:00,10,3,62.29,379.9,0.9633
2024-01-01 00:50:00,10,4,44.94,501.2,1.335
2024-01-01 00:50:00,10,5,64.4,408.3,0.9317
2024-01-01 00:50:00,10,6,52.4,568.5,1.1451
2024-01-01 00:50:00,10,7,57.58,353.9,1.042
2024-01-01 00:50:00,10,8,68.81,325.3,0.872
2024-01-01 00:50:00,10,9,55.66,474.3,1.078
2024-01-01 00:50:00,10,10,53.68,513.0,1.1178
2024-01-01 00:50:00,10,11,48.31,355.9,1.2421
2024-01-01 00:50:00,10,12,53.91,414.5,1.1129
2024-01-01 00:50:00,10,13,51.27,532.1,1.1704
2024-01-01 00:50:00,10,14,44.38,322.1,1.352
2024-01-01 00:50:00,10,15,59.83,496.6,1.0028
2024-01-01 00:50:00,10,16,42.12,245.4,1.4246
2024-01-01 00:50:00,10,17,45.74,407.3,1.3119
2024-01-01 00:50:00,10,18,59.43,358.6,1.0096
2024-01-01 00:50:00,10,19,51.74,434.7,1.1597
2024-01-01 00:50:00,10,20,32.18,411.2,1.8643
2024-01-01 00:50:00,10,21,62.82,437.1,0.955
2024-01-01 00:50:00,10,22,46.49,363.8,1.2907
2024-01-01 00:50:00,10,23,76.85,261.8,0.7808
2024-01-01 00:50:00,10,24,52.99,457.7,1.1322
2024-01-01 00:50:00,10,25,65.54,410.5,0.9154
2024-01-01 00:50:00,10,26,61.67,337.9,0.9729
2024-01-01 00:50:00,10,27,68.43,446.5,0.8768
2024-01-01 00:50:00,10,28,44.06,364.2,1.3618
2024-01-01 00:50:00,10,29,50.3,364.6,1.1927
2024-01-01 00:55:00,11,0,57.42,348.3,1.0449
2024-01-01 00:55:00,11,1,61.29,382.2,0.9789
2024-01-01 00:55:00,11,2,59.76,341.1,1.0041
2024-01-01 00:55:00,11,3,55.15,381.6,1.0879
2024-01-01 00:55:00,11,4,48.43,346.1,1.2389
2024-01-01 00:55:00,11,5,69.85,410.1,0.8589
2024-01-01 00:55:00,11,6,54.53,480.4,1.1004
2024-01-01 00:55:00,11,7,62.51,435.5,0.9599
2024-01-01 00:55:00,11,8,73.81,334.2,0.8128
2024-01-01 00:55:00,11,9,58.66,393.4,1.0228
2024-01-01 00:55:00,11,10,57.45,542.6,1.0444
2024-01-01 00:55:00,11,11,51.26,360.9,1.1706
2024-01-01 00:55:00,11,12,51.19,417.2,1.172
2024-01-01 00:55:00,11,13,54.87,538.9,1.0934
2024-01-01 00:55:00,11,14,46.12,421.5,1.3009
2024-01-01 00:55:00,11,15,55.94,356.9,1.0725
2024-01-01 00:55:00,11,16,46.19,229.6,1.299
2024-01-01 00:55:00,11,17,44.19,382.5,1.3579
2024-01-01 00:55:00,11,18,53.04,366.0,1.1312
2024-01-01 00:55:00,11,19,47.25,398.4,1.2697
2024-01-01 00:55:00,11,20,40.01,363.9,1.4998
2024-01-01 00:55:00,11,21,53.57,425.7,1.1199
2024-01-01 00:55:00,11,22,50.65,322.2,1.1847
2024-01-01 00:55:00,11,23,72.27,376.2,0.8302
2024-01-01 00:55:00,11,24,51.84,509.6,1.1575
2024-01-01 00:55:00,11,25,59.96,454.2,1.0007
2024-01-01 00:55:00,11,26,53.56,392.5,1.1202
2024-01-01 00:55:00,11,27,66.03,369.7,0.9086
2024-01-01 00:55:00,11,28,41.98,389.6,1.4294
2024-01-01 00:55:00,11,29,45.61,329.7,1.3154
2024-01-01 01:00:00,12,0,62.21,405.6,0.9645
2024-01-01 01:00:00,12,1,57.16,324.5,1.0497
2024-01-01 01:00:00,12,2,57.23,499.4,1.0484
2024-01-01 01:00:00,12,3,60.85,395.9,0.9861
2024-01-01 01:00:00,12,4,46.58,418.3,1.2881
2024-01-01 01:00:00,12,5,68.84,399.4,0.8715
2024-01-01 01:00:00,12,6,58.31,536.8,1.0289
2024-01-01 01:00:00,12,7,60.83,426.0,0.9863
2024-01-01 01:00:00,12,8,69.0,353.6,0.8696
2024-01-01 01:00:00,12,9,52.64,289.3,1.1398
2024-01-01 01:00:00,12,10,58.01,570.7,1.0344
2024-01-01 01:00:00,12,11,44.44,293.9,1.3502
2024-01-01 01:00:00,12,12,52.8,487.7,1.1364
2024-01-01 01:00:00,12,13,57.89,489.8,1.0364
2024-01-01 01:00:00,12,14,46.38,398.1,1.2935
2024-01-01 01:00:00,12,15,55.03,354.2,1.0902
2024-01-01 01:00:00,12,16,40.29,444.6,1.4893
2024-01-01 01:00:00,12,17,52.02,478.4,1.1534
2024-01-01 01:00:00,12,18,57.24,457.0,1.0483
2024-01-01 01:00:00,12,19,51.92,430.6,1.1556
2024-01-01 01:00:00,12,20,40.42,408.0,1.4846
2024-01-01 01:00:00,12,21,58.89,460.3,1.0189
2024-01-01 01:00:00,12,22,48.52,281.8,1.2365
2024-01-01 01:00:00,12,23,75.25,320.5,0.7973
2024-01-01 01:00:00,12,24,48.66,561.3,1.233
2024-01-01 01:00:00,12,25,65.19,487.1,0.9204
2024-01-01 01:00:00,12,26,57.43,460.6,1.0447
2024-01-01 01:00:00,12,27,66.7,440.6,0.8995
2024-01-01 01:00:00,12,28,43.39,375.1,1.3829
2024-01-01 01:00:00,12,29,46.85,315.7,1.2807
2024-01-01 01:05:00,13,0,62.35,345.2,0.9624
2024-01-01 01:05:00,13,1,69.39,444.0,0.8646
2024-01-01 01:05:00,13,2,60.03,438.8,0.9994
2024-01-01 01:05:00,13,3,60.13,347.4,0.9978
2024-01-01 01:05:00,13,4,46.75,466.7,1.2833
2024-01-01 01:05:00,13,5,65.26,334.0,0.9194
2024-01-01 01:05:00,13,6,58.2,565.8,1.0309
2024-01-01 01:05:00,13,7,54.64,411.9,1.0981
2024-01-01 01:05:00,13,8,69.65,366.2,0.8614
2024-01-01 01:05:00,13,9,60.58,403.6,0.9905
2024-01-01 01:05:00,13,10,52.46,457.2,1.1436
2024-01-01 01:05:00,13,11,48.53,405.9,1.2363
2024-01-01 01:05:00,13,12,56.36,496.1,1.0645
2024-01-01 01:05:00,13,13,52.1,401.7,1.1516
2024-01-01 01:05:00,13,14,46.54,453.6,1.2891
2024-01-01 01:05:00,13,15,54.39,340.3,1.1031
2024-01-01 01:05:00,13,16,44.09,317.0,1.3608
2024-01-01 01:05:00,13,17,44.78,437.2,1.3398
2024-01-01 01:05:00,13,18,58.79,426.4,1.0205
2024-01-01 01:05:00,13,19,50.82,351.5,1.1806
2024-01-01 01:05:00,13,20,35.22,448.1,1.7034
2024-01-01 01:05:00,13,21,53.18,322.7,1.1282
2024-01-01 01:05:00,13,22,41.91,372.4,1.4315
2024-01-01 01:05:00,13,23,75.09,342.4,0.799
2024-01-01 01:05:00,13,24,56.14,343.6,1.0687
2024-01-01 01:05:00,13,25,61.19,497.2,0.9806
2024-01-01 01:05:00,13,26,53.28,374.1,1.1261
2024-01-01 01:05:00,13,27,64.41,385.8,0.9316
2024-01-01 01:05:00,13,28,45.69,426.7,1.3133
2024-01-01 01:05:00,13,29,52.18,364.0,1.1499
2024-01-01 01:10:00,14,0,68.22,351.0,0.8796
2024-01-01 01:10:00,14,1,69.26,394.6,0.8663
2024-01-01 01:10:00,14,2,60.39,444.6,0.9935
2024-01-01 01:10:00,14,3,69.54,400.1,0.8629
2024-01-01 01:10:00,14,4,47.88,522.7,1.2532
2024-01-01 01:10:00,14,5,66.41,372.0,0.9034
2024-01-01 01:10:00,14,6,59.39,547.8,1.0102
2024-01-01 01:10:00,14,7,60.84,418.7,0.9863
2024-01-01 01:10:00,14,8,67.68,334.4,0.8866
2024-01-01 01:10:00,14,9,51.69,435.0,1.1608
2024-01-01 01:10:00,14,10,52.05,439.2,1.1527
2024-01-01 01:10:00,14,11,47.32,391.1,1.2678
2024-01-01 01:10:00,14,12,50.42,482.7,1.19
2024-01-01 01:10:00,14,13,48.47,443.6,1.2378
2024-01-01 01:10:00,14,14,45.75,440.4,1.3116
2024-01-01 01:10:00,14,15,55.84,318.8,1.0746
2024-01-01 01:10:00,14,16,45.51,345.4,1.3185
2024-01-01 01:10:00,14,17,40.99,323.7,1.4637
2024-01-01 01:10:00,14,18,59.96,403.2,1.0006
2024-01-01 01:10:00,14,19,49.69,407.1,1.2075
2024-01-01 01:10:00,14,20,37.34,423.6,1.6067
2024-01-01 01:10:00,14,21,53.33,369.9,1.125
2024-01-01 01:10:00,14,22,44.22,385.4,1.3569
2024-01-01 01:10:00,14,23,78.73,326.7,0.7621
2024-01-01 01:10:00,14,24,44.99,392.0,1.3335
2024-01-01 01:10:00,14,25,57.5,391.3,1.0435
2024-01-01 01:10:00,14,26,55.44,395.0,1.0822
2024-01-01 01:10:00,14,27,65.73,483.0,0.9128
2024-01-01 01:10:00,14,28,44.64,312.2,1.3441
2024-01-01 01:10:00,14,29,48.1,304.0,1.2473
2024-01-01 01:15:00,15,0,63.67,354.3,0.9424
2024-01-01 01:15:00,15,1,63.56,478.7,0.944
2024-01-01 01:15:00,15,2,58.13,529.4,1.0321
2024-01-01 01:15:00,15,3,59.32,293.7,1.0114
2024-01-01 01:15:00,15,4,50.21,420.5,1.195
2024-01-01 01:15:00,15,5,65.24,416.4,0.9196
2024-01-01 01:15:00,15,6,58.33,515.1,1.0286
2024-01-01 01:15:00,15,7,62.96,475.9,0.953
2024-01-01 01:15:00,15,8,70.98,339.7,0.8454
2024-01-01 01:15:00,15,9,61.59,307.7,0.9742
2024-01-01 01:15:00,15,10,54.05,468.0,1.1102
2024-01-01 01:15:00,15,11,47.86,358.4,1.2537
2024-01-01 01:15:00,15,12,52.0,535.3,1.1538
2024-01-01 01:15:00,15,13,51.99,484.6,1.154
2024-01-01 01:15:00,15,14,46.8,446.5,1.282
2024-01-01 01:15:00,15,15,55.02,391.6,1.0906
