t_idx,sin_hour,cos_hour,sin_dow,cos_dow,is_rush,target_speed_lag1,target_speed_lag2,target_speed_lag3,target_speed_roll_mean,target_speed_roll_std,target_volume_lag1,target_volume_lag2,target_volume_lag3,target_volume_roll_mean,target_volume_roll_std,target_tti_lag1,target_tti_lag2,target_tti_lag3,target_tti_roll_mean,target_tti_roll_std,nb3_speed_lag1,nb3_speed_lag2,nb3_speed_lag3,nb3_speed_roll_mean,nb3_volume_lag1,nb3_volume_lag2,nb3_volume_lag3,nb3_volume_roll_mean,nb3_tti_lag1,nb3_tti_lag2,nb3_tti_lag3,nb3_tti_roll_mean,nb4_speed_lag1,nb4_speed_lag2,nb4_speed_lag3,nb4_speed_roll_mean,nb4_volume_lag1,nb4_volume_lag2,nb4_volume_lag3,nb4_volume_roll_mean,nb4_tti_lag1,nb4_tti_lag2,nb4_tti_lag3,nb4_tti_roll_mean,nb7_speed_lag1,nb7_speed_lag2,nb7_speed_lag3,nb7_speed_roll_mean,nb7_volume_lag1,nb7_volume_lag2,nb7_volume_lag3,nb7_volume_roll_mean,nb7_tti_lag1,nb7_tti_lag2,nb7_tti_lag3,nb7_tti_roll_mean,nb_mean_speed,nb_mean_volume,nb_mean_tti,centrality_betweenness,centrality_closeness,centrality_degree,centrality_in_degree,centrality_out_degree,centrality_pagerank,target_tti_future
19,0.40274668985873724,0.9153114791194471,0.0,1.0,0,65.71,71.06,66.65,66.72166666666668,2.203573612717913,397.0,406.7,391.2,386.2166666666667,29.666170407834347,0.9131,0.8443,0.9002,0.9,0.028447214274863516,55.81,53.46,59.23,59.58166666666667,280.3,359.3,320.4,333.5333333333333,1.0752,1.1223,1.013,1.0137666666666667,51.96,49.99,52.77,49.92666666666667,460.5,526.6,476.0,478.8333333333333,1.1547,1.2003,1.1369,1.2039,58.03,58.42,57.0,58.64833333333333,479.4,418.0,366.0,428.31666666666666,1.0339,1.0271,1.0526,1.0251666666666666,58.85666666666666,429.2333333333333,1.0247,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9698
20,0.4226182617406994,0.9063077870366499,0.0,1.0,0,68.05,65.71,71.06,67.18666666666667,2.1264681203034,444.7,397.0,406.7,404.6666666666667,24.70511418040132,0.8817,0.9131,0.8443,0.8937166666666667,0.027451296265689627,61.42,55.81,53.46,59.796666666666674,338.3,280.3,359.3,332.01666666666665,0.9769,1.0752,1.1223,1.0102833333333332,53.06,51.96,49.99,50.97833333333333,525.8,460.5,526.6,488.6833333333334,1.1309,1.1547,1.2003,1.1784999999999999,62.09,58.03,58.42,59.89000000000001,423.6,479.4,418.0,430.26666666666665,0.9663,1.0339,1.0271,1.0032,55.580000000000005,383.9333333333334,1.0817666666666668,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9163
21,0.44228869021900125,0.8968727415326884,0.0,1.0,0,70.16,68.05,65.71,67.81166666666667,2.3875964203915774,372.1,444.7,397.0,404.68333333333334,24.678688511885436,0.8552,0.8817,0.9131,0.8856833333333333,0.030888277172200235,57.86,61.42,55.81,57.85,313.5,338.3,280.3,317.5833333333333,1.0369,0.9769,1.0752,1.0392833333333333,56.84,53.06,51.96,52.47166666666667,489.2,525.8,460.5,483.0999999999999,1.0555,1.1309,1.1547,1.14555,52.04,62.09,58.03,58.42333333333334,349.1,423.6,479.4,418.6666666666667,1.1529,0.9663,1.0339,1.0309666666666666,55.85666666666666,437.93333333333334,1.0769,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9019
22,0.46174861323503397,0.8870108331782217,0.0,1.0,0,72.11,70.16,68.05,68.95666666666666,2.5494757631063427,469.0,372.1,444.7,413.45000000000005,36.28612682555138,0.8321,0.8552,0.8817,0.8710999999999999,0.03229619172596053,57.49,57.86,61.42,57.54500000000001,390.6,313.5,338.3,333.73333333333335,1.0436,1.0369,0.9769,1.0446499999999999,51.95,56.84,53.06,52.76166666666666,504.0,489.2,525.8,497.01666666666665,1.1549,1.0555,1.1309,1.1388666666666667,58.13,52.04,62.09,57.61833333333333,419.2,349.1,423.6,409.21666666666664,1.0322,1.1529,0.9663,1.0441666666666667,57.25,433.5,1.0581333333333334,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8862
23,0.48098876891938763,0.8767267557075077,0.0,1.0,0,61.87,72.11,70.16,68.16000000000001,3.83643584593826,342.8,469.0,372.1,405.3833333333334,46.237102706232214,0.9698,0.8321,0.8552,0.8826999999999999,0.051580500191448324,60.88,57.49,57.86,57.82,278.1,390.6,313.5,326.68333333333334,0.9856,1.0436,1.0369,1.0400833333333332,49.63,51.95,56.84,52.23833333333334,511.4,504.0,489.2,502.91666666666674,1.209,1.1549,1.0555,1.1508833333333335,61.24,58.13,52.04,58.32500000000001,511.0,419.2,349.1,433.38333333333327,0.9798,1.0322,1.1529,1.0320333333333334,56.383333333333326,414.3,1.0735666666666666,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8879
24,0.49999999999999994,0.8660254037844387,0.0,1.0,0,65.48,61.87,72.11,67.23,3.6653567357079995,470.4,342.8,469.0,416.0,53.3638454386488,0.9163,0.9698,0.8321,0.8946999999999999,0.04917954859491902,63.75,60.88,57.49,59.535000000000004,303.2,278.1,390.6,317.33333333333337,0.9412,0.9856,1.0436,1.0099,51.01,49.63,51.95,52.40833333333333,428.5,511.4,504.0,486.56666666666666,1.1763,1.209,1.1549,1.1468833333333333,54.39,61.24,58.13,57.65333333333333,511.2,511.0,419.2,448.9166666666667,1.1032,0.9798,1.0322,1.0447166666666667,60.153333333333336,430.06666666666666,1.0166666666666666,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9398
25,0.5187732581605214,0.8549118706729466,0.0,1.0,0,66.52,65.48,61.87,67.365,3.6127150455024815,422.0,470.4,342.8,420.1666666666667,52.5534648397864,0.9019,0.9163,0.9698,0.8928333333333334,0.04855000171644351,66.98,63.75,60.88,61.39666666666667,433.3,303.2,278.1,342.8333333333333,0.8958,0.9412,0.9856,0.9800000000000001,49.08,51.01,49.63,51.928333333333335,444.6,428.5,511.4,483.9166666666667,1.2225,1.1763,1.209,1.1581833333333333,64.4,54.39,61.24,58.714999999999996,412.3,511.2,511.0,437.73333333333335,0.9317,1.1032,0.9798,1.0276833333333333,54.873333333333335,421.6333333333334,1.0937333333333334,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9105
26,0.5372996083468238,0.8433914458128857,0.0,1.0,0,67.7,66.52,65.48,67.30666666666666,3.602252998703265,423.9,422.0,470.4,416.70000000000005,51.282121640977365,0.8862,0.9019,0.9163,0.8935833333333333,0.04837807010068372,53.68,66.98,63.75,60.10666666666666,355.4,433.3,303.2,345.68333333333334,1.1178,0.8958,0.9412,1.0034833333333333,55.99,49.08,51.01,52.416666666666664,480.9,444.6,428.5,476.43333333333334,1.0716,1.2225,1.1763,1.1483,54.95,64.4,54.39,57.525000000000006,428.6,412.3,511.2,438.56666666666666,1.0918,0.9317,1.1032,1.0486000000000002,54.779999999999994,371.8,1.0966333333333333,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9206
27,0.5555702330196022,0.8314696123025452,0.0,1.0,0,67.58,67.7,66.52,66.87666666666665,3.337811658357414,385.5,423.9,422.0,418.93333333333334,49.20088075092422,0.8879,0.8862,0.9019,0.8990333333333332,0.04490655482963115,56.51,53.68,66.98,59.88166666666667,365.6,355.4,433.3,354.3666666666666,1.0618,1.1178,0.8958,1.0076333333333334,52.19,55.99,49.08,51.64166666666667,394.9,480.9,444.6,460.7166666666667,1.1497,1.0716,1.2225,1.164,55.64,54.95,64.4,58.125,354.9,428.6,412.3,439.53333333333336,1.0784,1.0918,0.9317,1.0361833333333335,54.98333333333333,479.1666666666667,1.0974666666666666,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9734
28,0.5735764363510462,0.8191520442889918,0.0,1.0,0,63.84,67.58,67.7,65.49833333333333,2.2864681643676272,355.0,385.5,423.9,399.93333333333334,47.99673600013511,0.9398,0.8879,0.8862,0.9169833333333334,0.03265464234479786,52.97,56.51,53.68,59.12833333333333,437.0,365.6,355.4,362.09999999999997,1.1328,1.0618,1.1178,1.0225,51.13,52.19,55.99,51.504999999999995,528.2,394.9,480.9,464.75,1.1736,1.1497,1.0716,1.1671166666666668,60.85,55.64,54.95,58.57833333333334,472.3,354.9,428.6,448.3833333333334,0.986,1.0784,1.0918,1.0284833333333334,54.74,442.1666666666667,1.1015333333333333,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8557
29,0.5913096483635824,0.8064446042674827,0.0,1.0,0,65.9,63.84,67.58,66.17,1.4442575947524026,317.9,355.0,385.5,395.78333333333336,54.55336531018656,0.9105,0.9398,0.8879,0.9070999999999999,0.019989897448461295,58.39,52.97,56.51,58.71333333333333,369.9,437.0,365.6,377.40000000000003,1.0277,1.1328,1.0618,1.0295166666666666,49.58,51.13,52.19,51.49666666666667,518.0,528.2,394.9,465.8500000000001,1.2103,1.1736,1.1497,1.1673333333333333,56.25,60.85,55.64,57.74666666666667,438.6,472.3,354.9,436.31666666666666,1.0666,0.986,1.0784,1.04295,56.696666666666665,447.2,1.0713666666666668,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9624
30,0.6087614290087207,0.7933533402912352,0.0,1.0,0,65.18,65.9,63.84,66.11999999999999,1.4777279857944066,365.6,317.9,355.0,378.31666666666666,40.97127855787108,0.9206,0.9105,0.9398,0.9078166666666667,0.020457313280747937,58.27,58.39,52.97,57.79999999999999,373.2,369.9,437.0,389.06666666666666,1.0297,1.0277,1.1328,1.0442666666666667,48.52,49.58,51.13,51.081666666666656,518.9,518.0,528.2,480.91666666666674,1.2365,1.2103,1.1736,1.1773666666666667,63.3,56.25,60.85,59.231666666666676,449.5,438.6,472.3,426.03333333333336,0.9479,1.0666,0.986,1.0170666666666668,57.35333333333333,424.8999999999999,1.0551333333333333,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8737
31,0.6259234721840591,0.7798844830928818,0.0,1.0,0,61.64,65.18,65.9,65.30666666666666,2.31774603152862,297.8,365.6,317.9,357.61666666666673,45.60041300982554,0.9734,0.9206,0.9105,0.9197333333333333,0.03318624212933226,61.43,58.27,58.39,56.875,357.5,373.2,369.9,376.4333333333334,0.9767,1.0297,1.0277,1.05775,50.12,48.52,49.58,51.254999999999995,522.3,518.9,518.0,493.8666666666666,1.1971,1.2365,1.2103,1.1731333333333331,60.51,63.3,56.25,58.583333333333336,394.9,449.5,438.6,423.1333333333334,0.9916,0.9479,1.0666,1.02705,55.02333333333333,401.40000000000003,1.0980333333333332,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8596
32,0.6427876096865393,0.766044443118978,0.0,1.0,0,70.12,61.64,65.18,65.71,2.943596439731507,368.4,297.8,365.6,348.3666666666666,33.48555907651336,0.8557,0.9734,0.9206,0.91465,0.04081023156023499,59.37,61.43,58.27,57.82333333333333,391.5,357.5,373.2,382.45,1.0106,0.9767,1.0297,1.0398833333333335,48.89,50.12,48.52,50.071666666666665,486.1,522.3,518.9,494.73333333333335,1.2273,1.1971,1.2365,1.1990833333333333,56.81,60.51,63.3,58.89333333333334,326.6,394.9,449.5,406.1333333333334,1.0562,0.9916,0.9479,1.0211166666666667,55.6,438.63333333333327,1.0810333333333333,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8737
33,0.6593458151000688,0.7518398074789774,0.0,1.0,0,62.34,70.12,61.64,64.83666666666666,3.053114257060596,376.3,368.4,297.8,346.8333333333333,31.602826877775772,0.9624,0.8557,0.9734,0.9270666666666666,0.042348160133194306,58.25,59.37,61.43,58.11333333333334,306.7,391.5,357.5,372.63333333333327,1.03,1.0106,0.9767,1.0345833333333334,52.6,48.89,50.12,50.14000000000001,510.9,486.1,522.3,514.0666666666666,1.1407,1.2273,1.1971,1.1975833333333334,55.95,56.81,60.51,58.94499999999999,498.3,326.6,394.9,430.03333333333336,1.0724,1.0562,0.9916,1.0201166666666666,56.14666666666667,387.73333333333335,1.0822666666666667,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9238
34,0.6755902076156602,0.737277336810124,0.0,1.0,0,68.67,62.34,70.12,65.64166666666668,3.3591809517599183,423.8,376.3,368.4,358.29999999999995,44.85969237522701,0.8737,0.9624,0.8557,0.9160500000000001,0.04674290320465772,60.6,58.25,59.37,59.38500000000001,319.2,306.7,391.5,353.0,0.9902,1.03,1.0106,1.0108166666666667,47.58,52.6,48.89,49.54833333333334,406.3,510.9,486.1,493.75000000000006,1.261,1.1407,1.2273,1.21215,60.26,55.95,56.81,58.846666666666664,437.7,498.3,326.6,424.26666666666665,0.9956,1.0724,1.0562,1.0217166666666666,57.79666666666666,415.93333333333334,1.0475666666666668,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8701
35,0.6915130557822694,0.7223639620597556,0.0,1.0,0,69.8,68.67,62.34,66.29166666666667,3.771219519819373,335.3,423.8,376.3,361.20000000000005,42.209809286468,0.8596,0.8737,0.9624,0.9075666666666669,0.052246518225300596,61.98,60.6,58.25,59.98333333333334,382.4,319.2,306.7,355.0833333333333,0.968,0.9902,1.03,1.0008666666666668,50.31,47.58,52.6,49.669999999999995,418.2,406.3,510.9,477.1166666666666,1.1927,1.261,1.1407,1.2092166666666668,61.1,60.26,55.95,59.655,447.2,437.7,498.3,425.7,0.982,0.9956,1.0724,1.0076166666666668,57.76,398.3999999999999,1.0570000000000002,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8716
36,0.7071067811865475,0.7071067811865476,0.0,1.0,0,68.67,69.8,68.67,66.87333333333333,3.8340874620523024,421.3,335.3,423.8,370.48333333333335,48.95693685951631,0.8737,0.8596,0.8737,0.89975,0.05340220032919992,64.2,61.98,60.6,60.971666666666664,305.2,382.4,319.2,343.75,0.9345,0.968,0.9902,0.9849999999999999,47.61,50.31,47.58,49.51833333333334,484.9,418.2,406.3,471.45,1.2604,1.1927,1.261,1.2132,61.47,61.1,60.26,59.35,405.1,447.2,437.7,418.29999999999995,0.9761,0.982,0.9956,1.0123166666666668,59.07666666666666,378.73333333333335,1.0386,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8639
37,0.7223639620597555,0.6915130557822694,0.0,1.0,0,64.95,68.67,69.8,67.425,3.097952549668893,342.6,421.3,335.3,377.95,37.79951057884215,0.9238,0.8737,0.8596,0.8914833333333334,0.04243354412097423,68.44,64.2,61.98,62.13999999999999,272.1,305.2,382.4,329.5166666666667,0.8767,0.9345,0.968,0.9683333333333334,47.78,47.61,50.31,49.12833333333333,443.5,484.9,418.2,458.31666666666666,1.2556,1.2604,1.1927,1.2229500000000002,61.01,61.47,61.1,59.43333333333334,420.6,405.1,447.2,422.5833333333333,0.9835,0.9761,0.982,1.0109666666666668,58.080000000000005,413.5333333333333,1.0339333333333334,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.926
38,0.737277336810124,0.6755902076156604,0.0,1.0,0,68.96,64.95,68.67,67.23166666666667,2.9276435347676215,342.6,342.6,421.3,373.65000000000003,40.47590641356904,0.8701,0.9238,0.8737,0.8938833333333333,0.04036153697106524,60.45,68.44,64.2,62.31999999999999,386.5,272.1,305.2,328.68333333333334,0.9925,0.8767,0.9345,0.9653166666666667,56.56,47.78,47.61,50.40666666666667,488.2,443.5,484.9,458.6666666666667,1.0609,1.2556,1.2604,1.1952166666666668,57.23,61.01,61.47,59.50333333333334,365.9,420.6,405.1,429.1333333333334,1.0484,0.9835,0.9761,1.0096666666666667,59.49666666666667,443.7,1.0150666666666666,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9075
39,0.7518398074789774,0.6593458151000688,0.0,1.0,0,68.84,68.96,64.95,68.315,1.7013024422482892,453.6,342.6,342.6,386.5333333333333,52.11639537292143,0.8716,0.8701,0.9238,0.87875,0.022685568099564946,62.09,60.45,68.44,62.96,471.4,386.5,272.1,356.1333333333334,0.9663,0.9925,0.8767,0.9547,52.91,56.56,47.78,50.458333333333336,395.3,488.2,443.5,439.40000000000003,1.1339,1.0609,1.2556,1.1940833333333334,63.49,57.23,61.01,60.76,464.4,365.9,420.6,423.48333333333335,0.945,1.0484,0.9835,0.9884333333333334,56.806666666666665,381.1333333333334,1.0575666666666665,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8457
40,0.766044443118978,0.6427876096865394,0.0,1.0,0,69.45,68.84,68.96,68.44500000000001,1.7625521268887325,427.6,453.6,342.6,387.1666666666667,52.67988863567069,0.8639,0.8716,0.8701,0.8771166666666667,0.023461408028220842,59.47,62.09,60.45,62.77166666666667,322.9,471.4,386.5,356.75,1.0089,0.9663,0.9925,0.9578166666666666,54.51,52.91,56.56,51.61333333333334,511.8,395.3,488.2,456.98333333333335,1.1008,1.1339,1.0609,1.1673833333333334,56.44,63.49,57.23,60.12333333333333,308.7,464.4,365.9,401.98333333333335,1.063,0.945,1.0484,0.9996666666666667,55.69333333333333,424.3999999999999,1.1107333333333334,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9231
41,0.7798844830928817,0.6259234721840591,0.0,1.0,0,64.8,69.45,68.84,67.61166666666666,2.136178051255716,475.3,427.6,453.6,410.5,56.011641647071905,0.926,0.8639,0.8716,0.8881833333333332,0.028636020440463903,60.87,59.47,62.09,62.586666666666666,339.8,322.9,471.4,349.65000000000003,0.9857,1.0089,0.9663,0.9607666666666667,42.88,54.51,52.91,50.375,447.5,511.8,395.3,461.8666666666666,1.3991,1.1008,1.1339,1.2017833333333334,63.33,56.44,63.49,60.495,485.9,308.7,464.4,408.43333333333334,0.9474,1.063,0.945,0.9939,55.98333333333333,439.5666666666666,1.0747333333333333,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.9327
42,0.7933533402912352,0.6087614290087207,0.0,1.0,0,66.12,64.8,69.45,67.18666666666667,2.137172587009918,374.9,475.3,427.6,402.76666666666665,57.408036603481456,0.9075,0.926,0.8639,0.8938166666666666,0.02854143771197706,58.68,60.87,59.47,61.666666666666664,423.7,339.8,322.9,369.40000000000003,1.0225,0.9857,1.0089,0.9754333333333333,51.99,42.88,54.51,51.105,475.1,447.5,511.8,460.23333333333335,1.1542,1.3991,1.1008,1.1840833333333334,57.28,63.33,56.44,59.79666666666666,419.9,485.9,308.7,410.90000000000003,1.0475,0.9474,1.063,1.0058,57.50666666666666,418.8333333333333,1.0463666666666667,0.04993255923058879,0.31521739130434784,7,3,4,0.020457469728304208,0.8909
